hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,trippoststratweight,dayType,mainmode,totalvehs,homelga,hhpoststratweight,weekly_hhinc_group,annual_hhinc_group
Y24H5890541,Y24H5890541P02,22,1373,23,1380,7.0,4.79706,Work,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,23,1380,23,1390,10.0,4.54191,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,23,1390,23,1392,2.0,0.31497,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,23,1392,23,1403,11.0,6.23201,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,23,1403,23,1412,9.0,6.51655,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,23,1418,23,1437,19.0,8.0168,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,23,1438,24,1443,5.0,4.16274,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,24,1443,24,1453,10.0,7.92658,Recreational,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,24,1457,24,1470,13.0,6.16757,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,24,1470,24,1477,7.0,2.57309,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5890541,Y24H5890541P02,24,1485,25,1500,15.0,8.97606,Other,331.895189202,Weekend,Private,2.0,City,575.814605,12,12
Y24H5900208,Y24H5900208P01,8,497,9,565,68.0,25.32653,Work,222.624489454,Weekday,Active,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P01,15,932,15,956,24.0,7.08194,Recreational,222.624489454,Weekday,Active,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P01,17,1034,18,1099,65.0,21.48048,Recreational,222.624489454,Weekday,Active,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,10,633,10,641,8.0,8.54096,Recreational,387.808809328,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,11,660,11,690,30.0,21.88438,Work,387.808809328,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,11,695,12,720,25.0,1.87556,Work,387.808809328,Weekday,Active,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,12,723,12,762,39.0,5.8699,Recreational,387.808809328,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,13,814,13,834,20.0,17.57713,Work,387.808809328,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,14,844,14,850,6.0,4.89979,Recreational,387.808809328,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,14,874,14,877,3.0,1.8337,Recreational,387.808809328,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P02,14,893,14,897,4.0,1.62803,Recreational,387.808809328,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P03,6,390,7,450,60.0,38.1227,Work,287.791108177,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900208,Y24H5900208P03,15,930,17,1050,120.0,38.1227,Work,287.791108177,Weekday,Private,3.0,City,323.326983,17,17
Y24H5900210,Y24H5900210P01,11,660,11,680,20.0,3.13508,Recreational,272.529670025,Weekday,Active,2.0,City,395.8063922,14,14
Y24H5900210,Y24H5900210P01,11,705,12,721,16.0,3.13504,Recreational,272.529670025,Weekday,Active,2.0,City,395.8063922,14,14
Y24H5900210,Y24H5900210P02,10,615,10,620,5.0,1.47367,Work,811.349325547,Weekday,Private,2.0,City,395.8063922,14,14
Y24H5900210,Y24H5900210P02,11,680,11,685,5.0,1.47367,Work,811.349325547,Weekday,Private,2.0,City,395.8063922,14,14
Y24H5900210,Y24H5900210P02,13,810,13,830,20.0,4.68073,Education,811.349325547,Weekday,Private,2.0,City,395.8063922,14,14
Y24H5900210,Y24H5900210P02,15,910,15,930,20.0,7.7129,Work,811.349325547,Weekday,Private,2.0,City,395.8063922,14,14
Y24H5900210,Y24H5900210P02,17,1050,18,1080,30.0,12.36016,Work,811.349325547,Weekday,Private,2.0,City,395.8063922,14,14
Y24H5900212,Y24H5900212P01,9,567,9,572,5.0,3.12886,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,10,603,10,612,9.0,3.68176,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,10,621,10,627,6.0,1.94899,Work,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,10,646,10,647,1.0,0.25187,Work,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,13,802,13,808,6.0,3.12886,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,13,831,13,836,5.0,3.12886,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,16,974,16,980,6.0,3.12886,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,16,998,16,1013,15.0,3.12886,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,18,1139,19,1146,7.0,3.12886,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P01,19,1166,19,1172,6.0,3.12886,Recreational,225.675222559,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P02,8,481,8,500,19.0,21.08515,Recreational,194.408785043,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P02,9,543,9,564,21.0,22.29415,Recreational,194.408785043,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P02,9,585,9,589,4.0,1.63361,Recreational,194.408785043,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P02,13,807,13,811,4.0,1.54068,Recreational,194.408785043,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P02,13,827,13,832,5.0,3.23859,Recreational,194.408785043,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900212,Y24H5900212P02,13,835,14,840,5.0,2.59536,Recreational,194.408785043,Weekday,Private,3.0,City,343.145001,13,13
Y24H5900213,Y24H5900213P01,10,600,11,690,90.0,28.29265,Recreational,373.92998498,Weekend,Public,1.0,City,309.8053849,10,10
Y24H5900213,Y24H5900213P01,16,960,17,1030,70.0,28.29265,Recreational,373.92998498,Weekend,Public,1.0,City,309.8053849,10,10
Y24H5900213,Y24H5900213P02,10,600,11,690,90.0,28.29265,Recreational,214.657248612,Weekend,Public,1.0,City,309.8053849,10,10
Y24H5900213,Y24H5900213P02,16,960,17,1030,70.0,28.29265,Recreational,214.657248612,Weekend,Public,1.0,City,309.8053849,10,10
Y24H5900213,Y24H5900213P03,10,600,11,690,90.0,28.29265,Recreational,288.551186053,Weekend,Public,1.0,City,309.8053849,10,10
Y24H5900213,Y24H5900213P03,16,960,17,1030,70.0,28.29265,Recreational,288.551186053,Weekend,Public,1.0,City,309.8053849,10,10
Y24H5900215,Y24H5900215P01,9,585,10,620,35.0,27.23088,Work,204.499671523,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900215,Y24H5900215P01,12,720,12,750,30.0,27.23088,Work,204.499671523,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900215,Y24H5900215P01,13,793,13,819,26.0,27.23088,Work,204.499671523,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900215,Y24H5900215P01,16,976,16,1002,26.0,27.23088,Work,204.499671523,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900215,Y24H5900215P02,9,570,9,575,5.0,1.53851,Work,195.329496772,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900215,Y24H5900215P02,16,960,16,965,5.0,1.53851,Work,195.329496772,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900215,Y24H5900215P03,7,460,8,495,35.0,18.81669,Work,235.859821063,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900215,Y24H5900215P03,20,1220,20,1245,25.0,18.81669,Work,235.859821063,Weekday,Private,5.0,City,297.0035416,17,17
Y24H5900217,Y24H5900217P01,8,520,8,535,15.0,3.32968,Recreational,273.816555875,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P01,8,536,9,545,9.0,3.32968,Recreational,273.816555875,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P01,15,905,15,915,10.0,3.32968,Recreational,273.816555875,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P01,15,935,15,950,15.0,3.32968,Recreational,273.816555875,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P01,16,1010,16,1018,8.0,4.55714,Recreational,273.816555875,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P01,18,1112,18,1125,13.0,4.55714,Recreational,273.816555875,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P03,8,520,8,535,15.0,3.32968,Education,423.561758631,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P03,15,935,15,950,15.0,3.32968,Education,423.561758631,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P03,16,1010,16,1018,8.0,4.55714,Recreational,423.561758631,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900217,Y24H5900217P03,18,1112,18,1125,13.0,4.55714,Recreational,423.561758631,Weekday,Private,2.0,City,358.3843147,14,14
Y24H5900219,Y24H5900219P01,11,660,11,665,5.0,1.51532,Recreational,344.290458747,Weekday,Private,2.0,City,403.3393572,11,11
Y24H5900219,Y24H5900219P01,11,680,11,685,5.0,1.51532,Recreational,344.290458747,Weekday,Private,2.0,City,403.3393572,11,11
Y24H5900221,Y24H5900221P01,12,735,13,785,50.0,26.58689,Work,409.768379698,Weekend,Public,3.0,City,441.4277397,12,12
Y24H5900221,Y24H5900221P01,15,915,16,962,47.0,26.4739,Work,409.768379698,Weekend,Public,3.0,City,441.4277397,12,12
Y24H5900221,Y24H5900221P01,16,1005,20,1245,240.0,328.3356,Work,409.768379698,Weekend,Private,3.0,City,441.4277397,12,12
Y24H5900221,Y24H5900221P02,7,420,7,445,25.0,0.21918,Work,425.863256337,Weekend,Active,3.0,City,441.4277397,12,12
Y24H5900221,Y24H5900221P02,7,445,7,465,20.0,0.21918,Work,425.863256337,Weekend,Active,3.0,City,441.4277397,12,12
Y24H5900221,Y24H5900221P02,10,645,11,660,15.0,11.6873,Work,425.863256337,Weekend,Private,3.0,City,441.4277397,12,12
Y24H5900221,Y24H5900221P02,15,915,15,930,15.0,11.6873,Work,425.863256337,Weekend,Private,3.0,City,441.4277397,12,12
Y24H5900224,Y24H5900224P01,10,614,10,619,5.0,2.93997,Recreational,383.810455537,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,10,619,10,620,1.0,0.16732,Work,383.810455537,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,10,631,10,635,4.0,2.48247,Recreational,383.810455537,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,10,641,10,642,1.0,0.61065,Recreational,383.810455537,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,11,710,12,750,40.0,19.04667,Recreational,383.810455537,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,14,870,15,906,36.0,12.84181,Recreational,383.810455537,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,17,1079,18,1099,20.0,10.14998,Recreational,383.810455537,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,21,1266,21,1283,17.0,0.67432,Recreational,383.810455537,Weekday,Active,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P01,21,1286,21,1297,11.0,0.67432,Recreational,383.810455537,Weekday,Active,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P02,10,614,11,660,46.0,22.55036,Education,603.656852223,Weekday,Public,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P02,13,803,14,867,64.0,22.2053,Recreational,603.656852223,Weekday,Public,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P02,14,873,14,877,4.0,0.66743,Recreational,603.656852223,Weekday,Active,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P02,17,1074,17,1079,5.0,0.53222,Recreational,603.656852223,Weekday,Private,2.0,City,389.0624696,5,5
Y24H5900224,Y24H5900224P02,18,1093,18,1097,4.0,0.53222,Recreational,603.656852223,Weekday,Active,2.0,City,389.0624696,5,5
Y24H5900226,Y24H5900226P01,8,510,8,515,5.0,0.67593,Recreational,352.047736821,Weekday,Private,1.0,City,498.7397741,6,6
Y24H5900226,Y24H5900226P01,12,720,12,725,5.0,0.67593,Recreational,352.047736821,Weekday,Private,1.0,City,498.7397741,6,6
Y24H5900232,Y24H5900232P01,7,475,8,481,6.0,2.091,Work,535.959048128,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P01,12,721,12,726,5.0,2.21207,Recreational,535.959048128,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P01,12,753,12,758,5.0,2.21207,Work,535.959048128,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P01,16,996,16,1002,6.0,2.091,Work,535.959048128,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,7,465,7,467,2.0,0.63587,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,7,469,8,493,24.0,16.25508,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,8,515,8,522,7.0,3.29388,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,8,531,8,537,6.0,3.29388,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,10,602,10,608,6.0,3.29369,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,10,617,10,623,6.0,3.29369,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,17,1060,17,1067,7.0,4.75463,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,17,1069,18,1087,18.0,13.59812,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900232,Y24H5900232P02,18,1093,18,1096,3.0,0.63587,Work,307.207004623,Weekday,Private,2.0,City,446.1697552,12,12
Y24H5900234,Y24H5900234P01,11,711,12,723,12.0,9.87808,Recreational,220.179534611,Weekend,Private,3.0,City,406.8773583,16,16
Y24H5900234,Y24H5900234P01,13,808,15,921,113.0,147.13112,Recreational,220.179534611,Weekend,Private,3.0,City,406.8773583,16,16
Y24H5900234,Y24H5900234P02,11,711,12,723,12.0,9.87808,Recreational,282.354229881,Weekend,Private,3.0,City,406.8773583,16,16
Y24H5900234,Y24H5900234P02,13,808,15,921,113.0,147.13112,Recreational,282.354229881,Weekend,Private,3.0,City,406.8773583,16,16
Y24H5900234,Y24H5900234P03,16,973,16,979,6.0,2.88268,Recreational,363.580378692,Weekend,Hired,3.0,City,406.8773583,16,16
Y24H5900234,Y24H5900234P03,16,979,16,982,3.0,0.15928,Work,363.580378692,Weekend,Active,3.0,City,406.8773583,16,16
Y24H5900234,Y24H5900234P03,16,982,16,1014,32.0,21.70514,Work,363.580378692,Weekend,Hired,3.0,City,406.8773583,16,16
Y24H5900234,Y24H5900234P03,26,1617,27,1648,31.0,23.15988,Work,363.580378692,Weekend,Hired,3.0,City,406.8773583,16,16
Y24H5900237,Y24H5900237P01,8,510,8,512,2.0,0.08771,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,8,514,8,516,2.0,0.08771,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,11,700,11,718,18.0,12.04214,Work,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,12,768,12,771,3.0,0.87984,Recreational,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,13,780,13,783,3.0,0.87984,Work,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,14,865,14,871,6.0,0.9099,Work,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,14,884,14,887,3.0,0.9099,Work,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,14,897,15,900,3.0,0.89357,Recreational,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,15,907,15,910,3.0,0.89357,Work,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,15,921,15,925,4.0,1.35152,Recreational,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,15,940,15,946,6.0,1.35152,Work,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,16,966,16,990,24.0,12.04214,Work,351.739063436,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,16,1007,16,1008,1.0,0.05628,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,16,1014,17,1023,9.0,0.72871,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,17,1043,17,1060,17.0,0.56624,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,17,1065,17,1067,2.0,0.22897,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,23,1385,23,1402,17.0,0.82617,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P01,23,1402,23,1417,15.0,0.82617,Work,351.739063436,Weekday,Active,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P02,10,620,10,629,9.0,3.97638,Education,741.086296714,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P02,13,815,13,825,10.0,3.18285,Recreational,741.086296714,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P02,13,833,13,834,1.0,0.1563,Recreational,741.086296714,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P02,15,908,15,910,2.0,0.83108,Recreational,741.086296714,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900237,Y24H5900237P02,16,992,17,1031,39.0,18.21594,Work,741.086296714,Weekday,Private,3.0,City,475.957601,11,11
Y24H5900302,Y24H5900302P01,11,691,11,701,10.0,1.2646,Recreational,904.100295991,Weekday,Active,2.0,City,1092.348636,8,8
Y24H5900302,Y24H5900302P01,12,773,12,777,4.0,0.38237,Recreational,904.100295991,Weekday,Active,2.0,City,1092.348636,8,8
Y24H5900302,Y24H5900302P01,13,781,13,796,15.0,1.40884,Recreational,904.100295991,Weekday,Active,2.0,City,1092.348636,8,8
Y24H5900302,Y24H5900302P02,9,540,9,589,49.0,4.98555,Education,1776.542314355,Weekday,Public,2.0,City,1092.348636,8,8
Y24H5900302,Y24H5900302P02,15,912,15,950,38.0,5.17721,Education,1776.542314355,Weekday,Public,2.0,City,1092.348636,8,8
Y24H5900306,Y24H5900306P01,7,435,7,450,15.0,1.8572,Recreational,512.694999877,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900306,Y24H5900306P01,8,495,8,500,5.0,0.96182,Recreational,512.694999877,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900306,Y24H5900306P01,9,550,9,560,10.0,1.20431,Recreational,512.694999877,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900306,Y24H5900306P01,11,660,11,675,15.0,2.33149,Recreational,512.694999877,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900306,Y24H5900306P02,7,435,7,450,15.0,1.85716,Recreational,749.666721344,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900306,Y24H5900306P02,8,495,8,500,5.0,0.96184,Recreational,749.666721344,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900306,Y24H5900306P02,9,550,9,560,10.0,1.2043,Recreational,749.666721344,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900306,Y24H5900306P02,11,660,11,675,15.0,2.33149,Recreational,749.666721344,Weekend,Active,2.0,City,761.778611,14,14
Y24H5900321,Y24H5900321P02,14,870,14,875,5.0,1.56808,Recreational,501.209528095,Weekend,Private,1.0,City,812.3840872,7,7
Y24H5900321,Y24H5900321P02,15,920,15,925,5.0,1.56808,Recreational,501.209528095,Weekend,Private,1.0,City,812.3840872,7,7
Y24H5900330,Y24H5900330P02,14,870,14,885,15.0,1.55644,Work,2124.517572797,Weekday,Active,1.0,City,741.1726524,7,7
Y24H5900330,Y24H5900330P02,21,1265,21,1275,10.0,1.55644,Work,2124.517572797,Weekday,Active,1.0,City,741.1726524,7,7
Y24H5900341,Y24H5900341P01,10,602,10,613,11.0,0.37344,Recreational,805.427413864,Weekend,Active,1.0,City,938.6034873,6,6
Y24H5900341,Y24H5900341P01,10,628,10,640,12.0,0.37344,Recreational,805.427413864,Weekend,Active,1.0,City,938.6034873,6,6
Y24H5900342,Y24H5900342P01,9,555,9,580,25.0,13.76043,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,9,592,9,593,1.0,0.15345,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,10,615,10,643,28.0,13.89552,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,11,718,12,747,29.0,13.76043,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,12,769,13,781,12.0,6.06759,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,13,786,13,792,6.0,1.47309,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,13,800,13,819,19.0,7.84408,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,14,840,14,842,2.0,1.64872,Recreational,646.004564111,Weekend,Private,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,17,1040,17,1045,5.0,0.19157,Recreational,646.004564111,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P01,17,1068,17,1072,4.0,0.19157,Recreational,646.004564111,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,10,636,10,644,8.0,0.44966,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,10,644,10,648,4.0,0.44966,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,10,656,11,661,5.0,0.39366,Other,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,11,670,11,691,21.0,1.83234,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,11,691,11,716,25.0,1.98173,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,12,726,12,734,8.0,0.80661,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,14,854,14,872,18.0,0.74998,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,14,872,15,904,32.0,0.76453,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,17,1040,17,1045,5.0,0.19157,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900342,Y24H5900342P02,17,1068,17,1072,4.0,0.19157,Recreational,992.514834113,Weekend,Active,2.0,City,1197.300853,14,14
Y24H5900409,Y24H5900409P01,7,468,8,484,16.0,6.63201,Work,895.780166143,Weekday,Private,1.0,City,1222.370697,7,7
Y24H5900409,Y24H5900409P01,17,1025,17,1043,18.0,4.70491,Recreational,895.780166143,Weekday,Private,1.0,City,1222.370697,7,7
Y24H5900409,Y24H5900409P01,17,1058,17,1065,7.0,2.40891,Recreational,895.780166143,Weekday,Private,1.0,City,1222.370697,7,7
Y24H5900416,Y24H5900416P02,10,600,10,630,30.0,17.18917,Work,714.655858107,Weekday,Private,1.0,City,728.7494845,6,6
Y24H5900416,Y24H5900416P02,14,870,15,900,30.0,17.18906,Work,714.655858107,Weekday,Private,1.0,City,728.7494845,6,6
Y24H5900418,Y24H5900418P01,9,585,10,603,18.0,6.75411,Recreational,1491.341177076,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900418,Y24H5900418P01,13,810,13,828,18.0,6.75411,Recreational,1491.341177076,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900418,Y24H5900418P02,12,750,12,760,10.0,2.4641,Work,1006.323915023,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900418,Y24H5900418P02,14,845,14,852,7.0,2.4641,Work,1006.323915023,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900418,Y24H5900418P02,15,900,15,914,14.0,3.45208,Recreational,1006.323915023,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900418,Y24H5900418P02,15,935,15,945,10.0,3.45208,Recreational,1006.323915023,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900418,Y24H5900418P03,15,900,15,914,14.0,3.45208,Work,772.087148702,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900418,Y24H5900418P03,23,1380,23,1387,7.0,3.45208,Work,772.087148702,Weekday,Private,1.0,City,1050.81064,10,10
Y24H5900421,Y24H5900421P02,15,918,15,930,12.0,4.91208,Recreational,2297.629938551,Weekend,Private,3.0,City,2848.135908,12,12
Y24H5900421,Y24H5900421P02,15,940,15,951,11.0,4.91208,Recreational,2297.629938551,Weekend,Private,3.0,City,2848.135908,12,12
Y24H5910103,Y24H5910103P01,5,356,6,414,58.0,50.30969,Work,564.414112948,Weekday,Private,2.0,City,512.7799863,12,12
Y24H5910103,Y24H5910103P01,15,909,16,968,59.0,50.30969,Work,564.414112948,Weekday,Private,2.0,City,512.7799863,12,12
Y24H5910103,Y24H5910103P01,19,1174,19,1184,10.0,5.0411,Recreational,564.414112948,Weekday,Private,2.0,City,512.7799863,12,12
Y24H5910103,Y24H5910103P01,20,1226,20,1234,8.0,5.0411,Recreational,564.414112948,Weekday,Private,2.0,City,512.7799863,12,12
Y24H5910103,Y24H5910103P02,16,997,16,1015,18.0,11.54263,Work,614.860365018,Weekday,Private,2.0,City,512.7799863,12,12
Y24H5910103,Y24H5910103P02,19,1161,19,1165,4.0,2.01274,Work,614.860365018,Weekday,Private,2.0,City,512.7799863,12,12
