hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,trippoststratweight,dayType,mainmode,totalvehs,homelga,hhpoststratweight,weekly_hhinc_group,annual_hhinc_group
Y24H5990512,Y24H5990512P01,21,1290,22,1320,30,16.2496,Recreational,531.653085096,Weekday,Hired,1.0,City,415.6443881,4,4
Y24H5890232,Y24H5890232P02,10,630,11,660,30,13.0569,Work,659.735190138,Weekday,Hired,1.0,City,775.2128181,11,11
Y24H6040309,Y24H6040309P01,16,982,17,1050,68,51.93189,Other,609.438314425,Weekday,Hired,2.0,City,598.4553697,7,7
Y24H6070239,Y24H6070239P02,18,1090,18,1100,10,3.52495,Recreational,832.389308972,Weekday,Hired,1.0,City,712.7648129,12,12
Y24H5860406,Y24H5860406P01,23,1410,24,1440,30,12.2304,Recreational,985.565172443,Weekend,Hired,2.0,City,707.3378754,14,14
Y24H6030140,Y24H6030140P01,14,840,14,850,10,3.65672,Recreational,446.415070616,Weekday,Hired,1.0,Shire,483.5795149,16,16
Y24H5780122,Y24H5780122P02,15,957,16,965,8,3.45279,Work,895.789193829,Weekday,Hired,4.0,City,1021.267741,16,16
Y24H5900234,Y24H5900234P03,26,1617,27,1648,31,23.15988,Work,363.580378692,Weekend,Hired,3.0,City,406.8773583,16,16
Y24H5910335,Y24H5910335P02,23,1380,23,1400,20,4.89355,Recreational,529.914907059,Weekend,Hired,2.0,City,431.8838678,17,17
Y24H5810421,Y24H5810421P01,15,930,15,950,20,11.65943,Recreational,613.157625531,Weekend,Hired,0.0,City,618.605356,7,7
Y24H5990512,Y24H5990512P01,21,1290,22,1320,30,16.2496,Recreational,531.653085096,Weekday,Hired,1.0,City,415.6443881,4,4
Y24H5930534,Y24H5930534P02,22,1335,22,1370,35,17.01571,Recreational,584.140655321,Weekend,Hired,2.0,City,525.3948524,14,14
Y24H5860406,Y24H5860406P01,17,1065,18,1095,30,12.2304,Recreational,985.565172443,Weekend,Hired,2.0,City,707.3378754,14,14
Y24H5770518,Y24H5770518P01,19,1140,20,1200,60,19.91507,Work,2028.185948617,Weekday,Hired,1.0,City,1133.158903,1,1
Y24H6200308,Y24H6200308P03,10,650,12,720,70,75.86972,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H5990420,Y24H5990420P01,26,1601,27,1636,35,24.74885,Recreational,839.278685734,Weekend,Hired,2.0,City,583.7795366,13,13
Y24H6070239,Y24H6070239P02,18,1100,19,1180,80,3.81633,Recreational,832.389308972,Weekday,Hired,1.0,City,712.7648129,12,12
Y24H5770518,Y24H5770518P01,19,1140,20,1200,60,19.91507,Work,2028.185948617,Weekday,Hired,1.0,City,1133.158903,1,1
Y24H5860406,Y24H5860406P01,17,1065,18,1095,30,12.2304,Recreational,985.565172443,Weekend,Hired,2.0,City,707.3378754,14,14
Y24H6130320,Y24H6130320P03,21,1306,22,1336,30,5.30181,Recreational,1978.131466631,Weekend,Hired,3.0,City,1120.879781,15,15
Y24H6020329,Y24H6020329P01,18,1080,19,1140,60,6.31824,Recreational,314.788498659,Weekday,Hired,0.0,City,491.1857773,15,15
Y24H5890129,Y24H5890129P02,19,1195,20,1204,9,2.02966,Recreational,2059.35539065,Weekday,Hired,3.0,Shire,555.1946576,12,12
Y24H6060216,Y24H6060216P01,15,930,15,945,15,7.22463,Work,833.242015492,Weekday,Hired,1.0,City,919.2540477,2,2
Y24H5770518,Y24H5770518P01,19,1140,20,1200,60,19.91507,Work,2028.185948617,Weekday,Hired,1.0,City,1133.158903,1,1
Y24H5910412,Y24H5910412P01,18,1125,19,1140,15,9.80077,Recreational,652.647596642,Weekday,Hired,3.0,City,422.0822059,15,15
Y24H6070239,Y24H6070239P02,18,1100,19,1180,80,3.81633,Recreational,832.389308972,Weekday,Hired,1.0,City,712.7648129,12,12
Y24H6130212,Y24H6130212P01,21,1315,22,1322,7,2.94159,Recreational,492.273650307,Weekday,Hired,2.0,City,563.6229347,8,8
Y24H5910335,Y24H5910335P02,23,1380,23,1400,20,4.89355,Recreational,529.914907059,Weekend,Hired,2.0,City,431.8838678,17,17
Y24H5900234,Y24H5900234P03,26,1617,27,1648,31,23.15988,Work,363.580378692,Weekend,Hired,3.0,City,406.8773583,16,16
Y24H6040309,Y24H6040309P02,16,982,17,1050,68,51.93189,Other,581.03302643,Weekday,Hired,2.0,City,598.4553697,7,7
Y24H6000338,Y24H6000338P01,19,1190,20,1212,22,3.86036,Recreational,703.41179377,Weekday,Hired,0.0,City,438.413747,12,12
Y24H5910412,Y24H5910412P01,18,1125,19,1140,15,9.80077,Recreational,652.647596642,Weekday,Hired,3.0,City,422.0822059,15,15
Y24H5910335,Y24H5910335P02,23,1380,23,1400,20,4.89355,Recreational,529.914907059,Weekend,Hired,2.0,City,431.8838678,17,17
Y24H6060216,Y24H6060216P01,16,1000,17,1020,20,7.22463,Work,833.242015492,Weekday,Hired,1.0,City,919.2540477,2,2
Y24H5910412,Y24H5910412P01,18,1125,19,1140,15,9.80077,Recreational,652.647596642,Weekday,Hired,3.0,City,422.0822059,15,15
Y24H5980212,Y24H5980212P01,11,675,11,705,30,12.05526,Work,641.171551402,Weekday,Hired,0.0,City,831.4233488,6,6
Y24H5890232,Y24H5890232P03,9,540,9,570,30,37.06194,Work,649.109528976,Weekday,Hired,1.0,City,775.2128181,11,11
Y24H6070341,Y24H6070341P01,21,1275,21,1280,5,2.12178,Work,374.941790414,Weekend,Hired,2.0,City,506.3605573,7,7
Y24H6140531,Y24H6140531P03,17,1050,17,1065,15,6.17451,Work,719.668849037,Weekday,Hired,2.0,City,578.230728,11,11
Y24H6160434,Y24H6160434P01,20,1230,21,1290,60,27.12282,Recreational,361.213992072,Weekend,Hired,1.0,City,485.5145177,9,9
Y24H6140531,Y24H6140531P02,16,990,17,1020,30,9.33999,Work,834.745572139,Weekday,Hired,2.0,City,578.230728,11,11
Y24H6040331,Y24H6040331P01,6,391,6,412,21,15.67867,Work,1253.799900213,Weekday,Hired,2.0,City,2039.899255,17,17
Y24H6020426,Y24H6020426P01,9,585,10,645,60,34.93325,Recreational,146.300679677,Weekday,Hired,1.0,City,368.9227985,6,6
Y24H6000338,Y24H6000338P01,19,1190,20,1212,22,3.86036,Recreational,703.41179377,Weekday,Hired,0.0,City,438.413747,12,12
Y24H6250404,Y24H6250404P02,10,600,10,615,15,10.39731,Other,800.48234182,Weekday,Hired,2.0,City,850.7044574,12,12
Y24H5780122,Y24H5780122P02,15,957,16,965,8,3.45279,Work,895.789193829,Weekday,Hired,4.0,City,1021.267741,16,16
Y24H5860406,Y24H5860406P02,23,1410,24,1440,30,12.2304,Recreational,945.363799554,Weekend,Hired,2.0,City,707.3378754,14,14
Y24H6200308,Y24H6200308P03,21,1260,21,1285,25,10.96217,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H5770518,Y24H5770518P01,16,960,17,1020,60,19.91507,Work,2028.185948617,Weekday,Hired,1.0,City,1133.158903,1,1
Y24H6210408,Y24H6210408P01,16,1010,17,1077,67,25.91862,Work,642.433872922,Weekday,Hired,2.0,City,623.2413114,13,13
Y24H6020426,Y24H6020426P01,14,870,15,930,60,34.93325,Work,146.300679677,Weekday,Hired,1.0,City,368.9227985,6,6
Y24H5980212,Y24H5980212P01,11,675,11,705,30,12.05526,Work,641.171551402,Weekday,Hired,0.0,City,831.4233488,6,6
Y24H5780427,Y24H5780427P01,23,1415,23,1430,15,8.39603,Recreational,808.238393902,Weekend,Hired,0.0,City,580.0708511,8,8
Y24H5910335,Y24H5910335P02,23,1380,23,1400,20,4.89355,Recreational,529.914907059,Weekend,Hired,2.0,City,431.8838678,17,17
Y24H5910412,Y24H5910412P01,18,1125,19,1140,15,9.80077,Recreational,652.647596642,Weekday,Hired,3.0,City,422.0822059,15,15
Y24H6060216,Y24H6060216P01,16,1000,17,1020,20,7.22463,Work,833.242015492,Weekday,Hired,1.0,City,919.2540477,2,2
Y24H5830141,Y24H5830141P01,24,1465,24,1492,27,5.08257,Work,394.816668567,Weekend,Hired,2.0,City,475.4909454,8,8
Y24H6140531,Y24H6140531P02,16,990,17,1020,30,9.33999,Work,834.745572139,Weekday,Hired,2.0,City,578.230728,11,11
Y24H6130212,Y24H6130212P02,18,1124,18,1131,7,2.94159,Recreational,858.412170791,Weekday,Hired,2.0,City,563.6229347,8,8
Y24H6020330,Y24H6020330P02,20,1200,20,1216,16,3.60112,Recreational,1031.777089337,Weekday,Hired,3.0,City,817.9201562,18,18
Y24H6020426,Y24H6020426P01,14,870,15,930,60,34.93325,Work,146.300679677,Weekday,Hired,1.0,City,368.9227985,6,6
Y24H5810206,Y24H5810206P01,24,1455,24,1475,20,11.1048,Recreational,868.064981686,Weekend,Hired,4.0,City,724.6607284,17,17
Y24H5780122,Y24H5780122P02,15,947,15,955,8,3.59295,Work,895.789193829,Weekday,Hired,4.0,City,1021.267741,16,16
Y24H5780330,Y24H5780330P02,12,730,12,775,45,37.47874,Other,382.061741146,Weekday,Hired,3.0,City,508.4024193,13,13
Y24H6086210,Y24H6086210P01,10,600,11,660,60,73.92649,Work,575.13351919,Weekday,Hired,3.0,Shire,333.6416754,3,3
Y24H5900234,Y24H5900234P03,16,973,16,979,6,2.88268,Recreational,363.580378692,Weekend,Hired,3.0,City,406.8773583,16,16
Y24H5990420,Y24H5990420P01,26,1601,27,1636,35,24.74885,Recreational,839.278685734,Weekend,Hired,2.0,City,583.7795366,13,13
Y24H5990420,Y24H5990420P01,26,1601,27,1636,35,24.74885,Recreational,839.278685734,Weekend,Hired,2.0,City,583.7795366,13,13
Y24H6070239,Y24H6070239P01,18,1100,19,1180,80,3.81633,Recreational,506.00413747,Weekday,Hired,1.0,City,712.7648129,12,12
Y24H6020329,Y24H6020329P01,21,1260,21,1280,20,6.31824,Recreational,314.788498659,Weekday,Hired,0.0,City,491.1857773,15,15
Y24H5980212,Y24H5980212P01,11,675,11,705,30,12.05526,Work,641.171551402,Weekday,Hired,0.0,City,831.4233488,6,6
Y24H6130320,Y24H6130320P03,21,1306,22,1336,30,5.30181,Recreational,1978.131466631,Weekend,Hired,3.0,City,1120.879781,15,15
Y24H6000338,Y24H6000338P03,19,1190,20,1212,22,3.86036,Recreational,703.41179377,Weekday,Hired,0.0,City,438.413747,12,12
Y24H5950301,Y24H5950301P01,21,1317,22,1330,13,5.4012,Work,2870.662953722,Weekday,Hired,1.0,City,2740.12775,12,12
Y24H6030140,Y24H6030140P01,14,840,14,850,10,3.65672,Recreational,446.415070616,Weekday,Hired,1.0,Shire,483.5795149,16,16
Y24H6200308,Y24H6200308P03,10,650,12,720,70,75.86972,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H6140531,Y24H6140531P03,17,1050,17,1065,15,6.17451,Work,719.668849037,Weekday,Hired,2.0,City,578.230728,11,11
Y24H6130212,Y24H6130212P02,21,1315,22,1322,7,2.94159,Recreational,858.412170791,Weekday,Hired,2.0,City,563.6229347,8,8
Y24H6140531,Y24H6140531P03,17,1050,17,1065,15,6.17451,Work,719.668849037,Weekday,Hired,2.0,City,578.230728,11,11
Y24H6200308,Y24H6200308P03,10,650,12,720,70,75.86972,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H6020426,Y24H6020426P01,14,870,15,930,60,34.93325,Work,146.300679677,Weekday,Hired,1.0,City,368.9227985,6,6
Y24H5860406,Y24H5860406P02,17,1065,18,1095,30,12.2304,Recreational,945.363799554,Weekend,Hired,2.0,City,707.3378754,14,14
Y24H6126116,Y24H6126116P03,15,930,15,945,15,2.55024,Work,244.237268016,Weekday,Hired,2.0,Shire,366.5618874,11,11
Y24H6160327,Y24H6160327P01,17,1052,18,1087,35,6.94655,Recreational,969.023870883,Weekend,Hired,1.0,City,749.2065356,16,16
Y24H6070239,Y24H6070239P01,18,1100,19,1180,80,3.81633,Recreational,506.00413747,Weekday,Hired,1.0,City,712.7648129,12,12
Y24H6070239,Y24H6070239P01,18,1100,19,1180,80,3.81633,Recreational,506.00413747,Weekday,Hired,1.0,City,712.7648129,12,12
Y24H5980212,Y24H5980212P01,11,675,11,705,30,12.05526,Work,641.171551402,Weekday,Hired,0.0,City,831.4233488,6,6
Y24H5870134,Y24H5870134P03,23,1419,24,1448,29,22.23525,Recreational,1014.998165143,Weekend,Hired,1.0,City,649.3560927,12,12
Y24H6040331,Y24H6040331P01,6,391,6,412,21,15.67867,Work,1253.799900213,Weekday,Hired,2.0,City,2039.899255,17,17
Y24H5870134,Y24H5870134P03,23,1419,24,1448,29,22.23525,Recreational,1014.998165143,Weekend,Hired,1.0,City,649.3560927,12,12
Y24H6030119,Y24H6030119P01,14,840,14,846,6,4.46005,Work,645.742228903,Weekday,Hired,1.0,Shire,660.5104966,9,9
Y24H6200308,Y24H6200308P03,10,650,12,720,70,75.86972,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H6200308,Y24H6200308P03,21,1260,21,1285,25,10.96217,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H6130212,Y24H6130212P02,18,1124,18,1131,7,2.94159,Recreational,858.412170791,Weekday,Hired,2.0,City,563.6229347,8,8
Y24H5880523,Y24H5880523P02,4,275,5,315,40,29.25537,Other,588.634410291,Weekday,Hired,2.0,City,453.5379652,12,12
Y24H6020329,Y24H6020329P01,21,1260,21,1280,20,6.31824,Recreational,314.788498659,Weekday,Hired,0.0,City,491.1857773,15,15
Y24H5890129,Y24H5890129P02,19,1195,20,1204,9,2.02966,Recreational,2059.35539065,Weekday,Hired,3.0,Shire,555.1946576,12,12
Y24H5870134,Y24H5870134P02,23,1419,24,1448,29,22.23525,Recreational,589.285782435,Weekend,Hired,1.0,City,649.3560927,12,12
Y24H5890129,Y24H5890129P01,19,1195,20,1204,9,2.02966,Recreational,820.225489629,Weekday,Hired,3.0,Shire,555.1946576,12,12
Y24H5930534,Y24H5930534P01,15,923,15,940,17,3.73286,Recreational,543.014181591,Weekend,Hired,2.0,City,525.3948524,14,14
Y24H6020329,Y24H6020329P02,18,1080,19,1140,60,6.31824,Recreational,187.607930537,Weekday,Hired,0.0,City,491.1857773,15,15
Y24H6040309,Y24H6040309P01,16,982,17,1050,68,51.93189,Other,609.438314425,Weekday,Hired,2.0,City,598.4553697,7,7
Y24H5830141,Y24H5830141P01,25,1510,25,1545,35,33.35114,Work,394.816668567,Weekend,Hired,2.0,City,475.4909454,8,8
Y24H6160327,Y24H6160327P01,17,1052,18,1087,35,6.94655,Recreational,969.023870883,Weekend,Hired,1.0,City,749.2065356,16,16
Y24H5870134,Y24H5870134P02,23,1419,24,1448,29,22.23525,Recreational,589.285782435,Weekend,Hired,1.0,City,649.3560927,12,12
Y24H5900234,Y24H5900234P03,26,1617,27,1648,31,23.15988,Work,363.580378692,Weekend,Hired,3.0,City,406.8773583,16,16
Y24H6020329,Y24H6020329P01,18,1080,19,1140,60,6.31824,Recreational,314.788498659,Weekday,Hired,0.0,City,491.1857773,15,15
Y24H6050517,Y24H6050517P01,21,1310,22,1350,40,45.67539,Other,253.163172176,Weekday,Hired,1.0,City,302.0784896,12,12
Y24H6000338,Y24H6000338P01,19,1190,20,1212,22,3.86036,Recreational,703.41179377,Weekday,Hired,0.0,City,438.413747,12,12
Y24H6020426,Y24H6020426P01,9,585,10,645,60,34.93325,Recreational,146.300679677,Weekday,Hired,1.0,City,368.9227985,6,6
Y24H6130212,Y24H6130212P01,18,1124,18,1131,7,2.94159,Recreational,492.273650307,Weekday,Hired,2.0,City,563.6229347,8,8
Y24H5880523,Y24H5880523P02,19,1170,20,1239,69,29.25537,Other,588.634410291,Weekday,Hired,2.0,City,453.5379652,12,12
Y24H5990531,Y24H5990531P01,12,749,12,752,3,1.41778,Recreational,586.044172796,Weekday,Hired,0.0,City,507.7712686,7,7
Y24H6050341,Y24H6050341P01,23,1431,24,1444,13,12.59481,Work,468.613598573,Weekend,Hired,1.0,City,499.8953978,9,9
Y24H5910335,Y24H5910335P02,23,1380,23,1400,20,4.89355,Recreational,529.914907059,Weekend,Hired,2.0,City,431.8838678,17,17
Y24H6126116,Y24H6126116P03,15,930,15,945,15,2.55024,Work,244.237268016,Weekday,Hired,2.0,Shire,366.5618874,11,11
Y24H5890129,Y24H5890129P01,19,1195,20,1204,9,2.02966,Recreational,820.225489629,Weekday,Hired,3.0,Shire,555.1946576,12,12
Y24H5870134,Y24H5870134P02,23,1419,24,1448,29,22.23525,Recreational,589.285782435,Weekend,Hired,1.0,City,649.3560927,12,12
Y24H5990512,Y24H5990512P01,24,1480,25,1500,20,11.53658,Recreational,531.653085096,Weekday,Hired,1.0,City,415.6443881,4,4
Y24H6030119,Y24H6030119P01,14,840,14,846,6,4.46005,Work,645.742228903,Weekday,Hired,1.0,Shire,660.5104966,9,9
Y24H6200308,Y24H6200308P03,21,1260,21,1285,25,10.96217,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H5930534,Y24H5930534P02,22,1335,22,1370,35,17.01571,Recreational,584.140655321,Weekend,Hired,2.0,City,525.3948524,14,14
Y24H5810206,Y24H5810206P02,24,1455,24,1475,20,11.1048,Recreational,750.597176104,Weekend,Hired,4.0,City,724.6607284,17,17
Y24H6000211,Y24H6000211P01,10,614,10,655,41,29.00097,Work,215.968854191,Weekday,Hired,2.0,City,230.8870672,15,15
Y24H6200308,Y24H6200308P03,21,1260,21,1285,25,10.96217,Recreational,923.255279184,Weekday,Hired,2.0,City,723.5832452,14,14
Y24H5860406,Y24H5860406P01,17,1065,18,1095,30,12.2304,Recreational,985.565172443,Weekend,Hired,2.0,City,707.3378754,14,14
Y24H5810206,Y24H5810206P02,24,1455,24,1475,20,11.1048,Recreational,750.597176104,Weekend,Hired,4.0,City,724.6607284,17,17
Y24H6160434,Y24H6160434P01,25,1530,26,1570,40,27.12282,Recreational,361.213992072,Weekend,Hired,1.0,City,485.5145177,9,9
Y24H6130320,Y24H6130320P03,21,1306,22,1336,30,5.30181,Recreational,1978.131466631,Weekend,Hired,3.0,City,1120.879781,15,15
Y24H6086210,Y24H6086210P01,10,600,11,660,60,73.92649,Work,575.13351919,Weekday,Hired,3.0,Shire,333.6416754,3,3
Y24H6080323,Y24H6080323P02,20,1245,21,1290,45,28.44845,Other,403.832658775,Weekday,Hired,2.0,City,549.5586661,17,17
Y24H6160434,Y24H6160434P01,25,1530,26,1570,40,27.12282,Recreational,361.213992072,Weekend,Hired,1.0,City,485.5145177,9,9
Y24H5870134,Y24H5870134P02,23,1419,24,1448,29,22.23525,Recreational,589.285782435,Weekend,Hired,1.0,City,649.3560927,12,12
Y24H6000338,Y24H6000338P01,19,1190,20,1212,22,3.86036,Recreational,703.41179377,Weekday,Hired,0.0,City,438.413747,12,12
Y24H5980212,Y24H5980212P01,11,675,11,705,30,12.05526,Work,641.171551402,Weekday,Hired,0.0,City,831.4233488,6,6
Y24H6170426,Y24H6170426P01,7,467,8,481,14,5.64834,Work,1619.083856052,Weekday,Hired,1.0,City,1284.311686,12,12
Y24H5780122,Y24H5780122P02,15,947,15,955,8,3.59295,Work,895.789193829,Weekday,Hired,4.0,City,1021.267741,16,16
Y24H5810423,Y24H5810423P01,18,1110,18,1130,20,18.85218,Other,392.238483597,Weekday,Hired,2.0,City,460.6053388,18,18
Y24H5870134,Y24H5870134P02,23,1419,24,1448,29,22.23525,Recreational,589.285782435,Weekend,Hired,1.0,City,649.3560927,12,12
Y24H6020426,Y24H6020426P01,14,870,15,930,60,34.93325,Work,146.300679677,Weekday,Hired,1.0,City,368.9227985,6,6
Y24H6050517,Y24H6050517P01,21,1310,22,1350,40,45.67539,Other,253.163172176,Weekday,Hired,1.0,City,302.0784896,12,12
Y24H6020426,Y24H6020426P01,9,585,10,645,60,34.93325,Recreational,146.300679677,Weekday,Hired,1.0,City,368.9227985,6,6
Y24H5910335,Y24H5910335P01,23,1380,23,1400,20,4.89355,Recreational,1267.218825052,Weekend,Hired,2.0,City,431.8838678,17,17
Y24H5990531,Y24H5990531P01,12,749,12,752,3,1.41778,Recreational,586.044172796,Weekday,Hired,0.0,City,507.7712686,7,7
Y24H5930534,Y24H5930534P02,22,1335,22,1370,35,17.01571,Recreational,584.140655321,Weekend,Hired,2.0,City,525.3948524,14,14
Y24H5780122,Y24H5780122P02,15,957,16,965,8,3.45279,Work,895.789193829,Weekday,Hired,4.0,City,1021.267741,16,16
Y24H6020329,Y24H6020329P01,18,1080,19,1140,60,6.31824,Recreational,314.788498659,Weekday,Hired,0.0,City,491.1857773,15,15
Y24H6080513,Y24H6080513P02,19,1145,19,1155,10,8.8018,Recreational,357.816445897,Weekend,Hired,2.0,City,345.8633325,14,14
Y24H6040331,Y24H6040331P01,6,391,6,412,21,15.67867,Work,1253.799900213,Weekday,Hired,2.0,City,2039.899255,17,17
Y24H6070239,Y24H6070239P02,18,1090,18,1100,10,3.52495,Recreational,832.389308972,Weekday,Hired,1.0,City,712.7648129,12,12
