hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,trippoststratweight,dayType,mainmode,totalvehs,homelga,hhpoststratweight,weekly_hhinc_group,annual_hhinc_group
Y24H6090234,Y24H6090234P01,11,718,12,749,31,18.114,Recreational,599.730422403,Weekend,Private,2.0,City,831.9626358,15,15
Y24H6070320,Y24H6070320P02,13,810,13,820,10,2.73124,Recreational,581.837118448,Weekend,Private,1.0,City,538.8869455,13,13
Y24H6086210,Y24H6086210P01,10,600,11,660,60,73.92649,Work,575.13351919,Weekday,Hired,3.0,Shire,333.6416754,3,3
Y24H5830104,Y24H5830104P02,10,600,10,620,20,5.38364,Recreational,546.063600089,Weekday,Private,2.0,City,542.1707771,12,12
Y24H6146104,Y24H6146104P02,14,868,14,893,25,39.46016,Recreational,81.348280053,Weekday,Private,2.0,City,92.09288537,8,8
Y24H6140420,Y24H6140420P02,14,880,14,887,7,2.05824,Recreational,284.125503971,Weekend,Private,2.0,City,495.1365128,13,13
Y24H6040311,Y24H6040311P01,8,497,9,540,43,23.00072,Work,465.267886739,Weekday,Private,2.0,City,359.7725982,13,13
Y24H5850524,Y24H5850524P01,23,1380,23,1410,30,19.40844,Work,921.513246518,Weekday,Private,3.0,City,1598.7601,12,12
Y24H6020412,Y24H6020412P01,15,908,15,911,3,2.04111,Recreational,578.895448137,Weekday,Private,2.0,City,550.085342,11,11
Y24H5890530,Y24H5890530P01,14,879,14,885,6,2.89504,Recreational,251.390841422,Weekday,Private,2.0,City,396.7669646,7,7
Y24H6036133,Y24H6036133P02,12,720,15,900,180,218.32965,Other,112.570730181,Weekday,Private,2.0,Shire,147.268409,10,10
Y24H5930515,Y24H5930515P01,8,485,8,494,9,2.44727,Work,376.524625813,Weekday,Private,2.0,City,336.6484983,10,10
Y24H5920402,Y24H5920402P03,11,675,11,684,9,3.7584,Recreational,1839.628929268,Weekday,Private,1.0,City,657.0099284,3,3
Y24H5920431,Y24H5920431P01,16,960,16,973,13,2.79657,Recreational,833.321575932,Weekday,Private,2.0,City,1153.826678,17,17
Y24H6180109,Y24H6180109P03,7,420,7,450,30,23.46288,Recreational,1300.27129175,Weekday,Private,4.0,City,1207.262363,15,15
Y24H5950209,Y24H5950209P01,20,1220,20,1225,5,2.06568,Recreational,413.689888951,Weekday,Private,2.0,City,570.7836644,14,14
Y24H6200304,Y24H6200304P03,18,1095,18,1105,10,7.13165,Recreational,769.114257962,Weekday,Private,1.0,City,653.3495608,2,2
Y24H6180523,Y24H6180523P02,18,1090,18,1110,20,5.76044,Work,511.728861657,Weekday,Private,2.0,City,591.4722623,17,17
Y24H6020409,Y24H6020409P01,13,801,13,813,12,4.38688,Recreational,464.901109091,Weekday,Private,2.0,City,412.6150554,13,13
Y24H5770323,Y24H5770323P02,15,910,15,924,14,7.96318,Recreational,1145.382156773,Weekday,Private,2.0,City,907.9782467,7,7
Y24H5880116,Y24H5880116P02,8,525,8,530,5,1.9507,Recreational,962.043705644,Weekday,Private,2.0,Shire,614.9576457,12,12
Y24H5870316,Y24H5870316P02,11,692,11,705,13,6.94868,Recreational,650.365924576,Weekday,Private,2.0,City,689.7694952,16,16
Y24H6090406,Y24H6090406P04,25,1530,26,1560,30,23.10696,Work,639.013043554,Weekend,Private,2.0,City,773.6070811,17,17
Y24H6200324,Y24H6200324P01,17,1062,17,1072,10,3.04545,Work,546.369852891,Weekday,Private,2.0,City,396.9651729,17,17
Y24H5860105,Y24H5860105P01,10,622,10,639,17,15.47314,Recreational,1189.742948655,Weekday,Private,4.0,City,1360.881291,17,17
Y24H5940525,Y24H5940525P04,16,998,16,1004,6,1.81199,Recreational,535.544911039,Weekday,Private,2.0,Shire,629.2324134,18,18
Y24H6140205,Y24H6140205P01,15,936,15,938,2,0.60158,Recreational,648.235567009,Weekday,Private,2.0,City,521.5610672,13,13
Y24H5990304,Y24H5990304P02,8,512,8,533,21,9.80238,Work,480.784293239,Weekday,Private,3.0,City,373.6430661,17,17
Y24H6140329,Y24H6140329P03,17,1020,17,1035,15,3.58217,Recreational,407.974612491,Weekday,Private,2.0,City,500.0651537,18,18
Y24H6080439,Y24H6080439P03,8,488,8,514,26,10.85381,Education,598.398714071,Weekday,Private,1.0,City,553.2305471,14,14
Y24H5820121,Y24H5820121P01,12,730,13,821,91,59.70039,Recreational,305.110894213,Weekend,Private,1.0,City,380.5580326,12,12
Y24H5910312,Y24H5910312P02,15,900,15,905,5,0.20278,Work,474.393495268,Weekday,Active,2.0,City,572.7209447,17,17
Y24H5840319,Y24H5840319P04,8,510,8,520,10,1.72573,Education,1031.318063139,Weekday,Private,2.0,City,770.383649,14,14
Y24H6130415,Y24H6130415P03,5,350,6,407,57,59.24255,Work,1435.604994472,Weekday,Private,2.0,City,1059.529631,15,15
Y24H6050332,Y24H6050332P01,9,540,9,545,5,0.57476,Recreational,520.723212197,Weekday,Active,1.0,City,466.3616359,4,4
Y24H5940126,Y24H5940126P01,8,495,8,498,3,1.78634,Recreational,486.544442086,Weekday,Private,3.0,City,820.7444663,9,9
Y24H5870341,Y24H5870341P01,12,720,12,721,1,0.65109,Recreational,937.995795425,Weekend,Private,1.0,City,866.762143,14,14
Y24H6130211,Y24H6130211P01,15,920,15,930,10,2.02757,Recreational,961.365027534,Weekday,Private,3.0,City,488.6016299,17,17
Y24H5740505,Y24H5740505P01,18,1084,20,1220,136,0.44328,Work,445.074066775,Weekday,Private,1.0,City,423.2629917,0,0
Y24H6170308,Y24H6170308P02,13,824,13,834,10,4.43714,Work,531.267433978,Weekday,Private,2.0,City,471.9342759,17,17
Y24H6040338,Y24H6040338P01,15,920,15,930,10,0.40009,Recreational,1266.571127583,Weekday,Active,1.0,City,1251.490765,6,6
Y24H6160139,Y24H6160139P02,8,480,9,540,60,4.60253,Recreational,1562.789123236,Weekday,Active,2.0,Shire,1288.769985,12,12
Y24H6040534,Y24H6040534P01,19,1187,20,1215,28,8.77717,Recreational,409.308599213,Weekend,Private,1.0,Shire,432.8849966,16,16
Y24H6140229,Y24H6140229P01,10,655,11,660,5,0.04724,Recreational,706.191659336,Weekday,Active,2.0,City,559.8092849,7,7
Y24H5870115,Y24H5870115P03,5,330,5,350,20,10.57868,Work,1335.814468764,Weekday,Private,3.0,City,943.9574279,12,12
Y24H6086136,Y24H6086136P02,6,375,6,405,30,20.58053,Work,201.771460963,Weekday,Private,2.0,City,162.7971838,13,13
Y24H5790212,Y24H5790212P04,7,420,7,470,50,19.19978,Education,860.475391774,Weekday,Public,3.0,City,502.9580968,15,15
Y24H6230402,Y24H6230402P02,7,428,7,433,5,2.62703,Recreational,264.603108333,Weekday,Private,1.0,City,288.6834153,11,11
Y24H5970324,Y24H5970324P01,8,503,8,506,3,0.14136,Recreational,599.152407462,Weekday,Active,2.0,City,605.3228485,9,9
Y24H6220429,Y24H6220429P02,8,510,8,520,10,2.32396,Recreational,927.229848103,Weekday,Private,2.0,City,1324.412039,17,17
Y24H6040138,Y24H6040138P02,9,540,9,560,20,10.75946,Work,512.128338287,Weekday,Private,2.0,Shire,729.206274,12,12
Y24H6020313,Y24H6020313P01,17,1031,17,1040,9,5.38533,Recreational,535.562514259,Weekend,Private,2.0,City,479.6517697,9,9
Y24H5940204,Y24H5940204P01,9,588,9,596,8,3.57465,Work,342.049063979,Weekday,Private,1.0,City,589.249166,12,12
Y24H5790240,Y24H5790240P06,7,435,7,457,22,5.30906,Recreational,540.124759187,Weekday,Private,1.0,City,591.5930532,16,16
Y24H6136226,Y24H6136226P03,17,1077,18,1087,10,7.11783,Recreational,102.43878156,Weekday,Private,2.0,City,112.8532801,14,14
Y24H5780341,Y24H5780341P01,11,690,11,699,9,5.05521,Work,609.75406899,Weekend,Private,1.0,City,440.5355204,17,17
Y24H5780341,Y24H5780341P01,16,1007,17,1040,33,6.12563,Recreational,609.75406899,Weekend,Active,1.0,City,440.5355204,17,17
Y24H5770336,Y24H5770336P01,19,1140,19,1157,17,1.53992,Recreational,660.980427992,Weekday,Active,1.0,City,546.2503394,14,14
Y24H5790536,Y24H5790536P01,19,1185,20,1200,15,13.57337,Recreational,689.037810837,Weekday,Private,2.0,City,407.9219687,8,8
Y24H6140510,Y24H6140510P01,16,970,17,1027,57,25.30237,Work,699.610871035,Weekday,Public,0.0,City,739.6290706,6,6
Y24H6240410,Y24H6240410P03,14,850,14,870,20,12.50989,Recreational,434.609461132,Weekday,Private,2.0,City,377.0845992,10,10
Y24H6146204,Y24H6146204P04,17,1033,17,1038,5,0.70617,Recreational,184.660640061,Weekday,Private,2.0,City,104.8310614,15,15
Y24H5910301,Y24H5910301P03,8,499,8,508,9,2.71653,Education,393.183581052,Weekday,Private,2.0,City,480.3809967,18,18
Y24H5990413,Y24H5990413P02,10,630,11,670,40,12.31617,Recreational,512.745994166,Weekend,Private,1.0,City,513.5536684,6,6
Y24H6130225,Y24H6130225P02,14,865,15,900,35,29.56452,Recreational,541.408572667,Weekday,Private,2.0,City,339.1423216,8,8
Y24H5870426,Y24H5870426P02,8,480,8,500,20,7.48742,Recreational,370.091262313,Weekday,Private,1.0,City,426.6803877,13,13
Y24H5870134,Y24H5870134P02,17,1035,17,1059,24,5.14362,Work,589.285782435,Weekend,Private,1.0,City,649.3560927,12,12
Y24H6250401,Y24H6250401P02,16,990,16,1002,12,10.64199,Work,348.522513101,Weekday,Private,1.0,City,553.9216196,13,13
Y24H6126219,Y24H6126219P01,17,1056,18,1112,56,100.34556,Recreational,419.717049851,Weekday,Private,1.0,Shire,133.3340844,14,14
Y24H5820525,Y24H5820525P05,12,735,12,777,42,21.10874,Recreational,350.880636345,Weekday,Private,2.0,City,358.1253763,18,18
Y24H6210214,Y24H6210214P02,12,723,12,728,5,2.09766,Recreational,650.022017761,Weekend,Private,2.0,City,603.0543716,9,9
Y24H6200405,Y24H6200405P02,4,270,5,300,30,37.76451,Work,5069.865520223,Weekday,Private,4.0,Shire,2324.925105,15,15
Y24H5990340,Y24H5990340P04,10,609,10,618,9,3.3892,Recreational,1129.253885695,Weekday,Private,2.0,City,770.383649,18,18
Y24H5820522,Y24H5820522P01,19,1166,19,1170,4,1.88785,Recreational,155.030925212,Weekday,Private,1.0,City,268.9676557,12,12
Y24H5800224,Y24H5800224P03,7,443,8,505,62,20.36022,Work,721.156439682,Weekday,Public,2.0,City,894.9624903,11,11
Y24H6010505,Y24H6010505P04,8,495,8,505,10,2.71032,Education,529.546135312,Weekday,Private,2.0,City,421.32722,12,12
Y24H5810229,Y24H5810229P04,14,845,14,852,7,3.30707,Work,1082.414801973,Weekday,Private,5.0,City,1312.929524,12,12
Y24H6010127,Y24H6010127P01,13,833,14,846,13,7.8043,Work,284.243475544,Weekend,Private,3.0,Shire,523.6393326,6,6
Y24H6190308,Y24H6190308P01,10,611,10,627,16,10.1146,Recreational,411.374042672,Weekday,Private,1.0,City,404.7863583,9,9
Y24H6126123,Y24H6126123P01,10,656,11,715,59,Missing,Other,193.39651255,Weekday,Private,2.0,Shire,230.014582,8,8
Y24H6056217,Y24H6056217P01,10,651,10,654,3,0.91551,Recreational,153.112056697,Weekday,Private,1.0,Shire,130.8438712,8,8
Y24H6130119,Y24H6130119P03,8,493,8,502,9,4.50412,Education,4806.137426856,Weekday,Private,2.0,City,1779.05088,12,12
Y24H6056232,Y24H6056232P01,7,450,7,465,15,0.90592,Recreational,110.727570004,Weekday,Active,1.0,Shire,79.41917949,6,6
Y24H6250139,Y24H6250139P01,10,647,11,661,14,12.91855,Recreational,553.403200293,Weekday,Private,1.0,City,582.0265149,11,11
Y24H6150305,Y24H6150305P01,16,965,16,990,25,16.04561,Work,790.772242219,Weekday,Private,3.0,City,1130.485587,14,14
Y24H6170301,Y24H6170301P01,16,1004,16,1017,13,1.03963,Recreational,563.51879588,Weekday,Active,1.0,City,307.8915893,18,18
Y24H6110504,Y24H6110504P01,7,420,7,440,20,1.8367,Work,865.763784759,Weekday,Active,2.0,Shire,994.4577565,12,12
Y24H5780318,Y24H5780318P05,7,470,8,510,40,11.12658,Education,670.975150962,Weekday,Public,4.0,City,967.6634966,14,14
Y24H6220417,Y24H6220417P01,10,614,10,620,6,3.49814,Recreational,469.267893005,Weekday,Private,2.0,City,512.8118568,13,13
Y24H6030140,Y24H6030140P03,14,875,15,935,60,3.50883,Recreational,535.356807276,Weekday,Public,1.0,Shire,483.5795149,16,16
Y24H6010218,Y24H6010218P03,7,473,8,480,7,3.91021,Recreational,603.762327196,Weekday,Private,2.0,City,659.9534297,8,8
Y24H6040305,Y24H6040305P03,19,1170,19,1172,2,0.29267,Recreational,495.90744074,Weekday,Private,2.0,City,450.46672,18,18
Y24H5760341,Y24H5760341P01,13,805,13,806,1,0.63122,Recreational,383.356914929,Weekend,Private,3.0,City,433.885718,14,14
Y24H5790227,Y24H5790227P02,9,555,9,575,20,12.25438,Work,260.817318855,Weekend,Private,1.0,City,467.5788503,10,10
Y24H5980218,Y24H5980218P01,21,1285,21,1289,4,0.18839,Work,495.037300695,Weekday,Active,1.0,City,452.6168652,15,15
Y24H6240418,Y24H6240418P01,17,1020,18,1080,60,26.11731,Recreational,467.672791106,Weekday,Private,2.0,City,359.6710243,15,15
Y24H5840402,Y24H5840402P01,19,1190,19,1195,5,0.81928,Recreational,1564.466828365,Weekday,Private,2.0,City,2075.131475,14,14
Y24H5990409,Y24H5990409P01,7,450,8,495,45,34.76678,Work,571.722150202,Weekday,Private,1.0,City,534.2802365,12,12
Y24H5810215,Y24H5810215P02,11,660,11,710,50,43.77694,Work,698.574162956,Weekday,Private,4.0,City,508.2911257,4,4
Y24H6020406,Y24H6020406P02,9,599,10,602,3,0.54721,Recreational,345.443609582,Weekend,Active,2.0,City,306.5925878,13,13
Y24H6190325,Y24H6190325P02,15,930,15,935,5,0.50551,Recreational,338.099576993,Weekday,Active,1.0,City,513.7296394,10,10
Y24H5910405,Y24H5910405P01,18,1105,18,1118,13,8.62005,Recreational,1038.227827235,Weekday,Private,2.0,City,459.0646045,12,12
Y24H6126132,Y24H6126132P02,16,967,16,976,9,5.14699,Work,202.548531376,Weekday,Private,2.0,Shire,220.5506977,1,1
Y24H6080341,Y24H6080341P02,8,500,8,510,10,1.7256,Recreational,905.89825239,Weekend,Private,3.0,City,801.7095481,14,14
Y24H5750424,Y24H5750424P02,12,736,12,748,12,8.9003,Recreational,741.518912231,Weekday,Private,2.0,City,734.1255837,7,7
Y24H5880526,Y24H5880526P03,11,719,12,725,6,1.57309,Recreational,914.297458737,Weekday,Private,3.0,City,659.4493778,9,9
Y24H5880205,Y24H5880205P01,13,810,13,815,5,2.57137,Recreational,216.426966318,Weekday,Private,2.0,Shire,380.0092719,13,13
Y24H6146122,Y24H6146122P04,15,930,16,985,55,23.58592,Education,142.11796583,Weekday,Public,4.0,City,144.3328587,4,4
Y24H5950430,Y24H5950430P02,14,895,14,897,2,0.47067,Recreational,396.315909541,Weekday,Private,2.0,City,459.4231784,6,6
Y24H5780140,Y24H5780140P01,8,532,9,540,8,3.39964,Recreational,1161.273834269,Weekday,Private,1.0,City,951.6082841,10,10
Y24H5800407,Y24H5800407P01,17,1049,17,1051,2,0.35121,Recreational,562.348701503,Weekend,Private,1.0,City,954.551602,17,17
Y24H5830528,Y24H5830528P01,11,715,12,725,10,2.67879,Work,405.644475848,Weekend,Private,1.0,City,629.014157,5,5
Y24H6180428,Y24H6180428P01,16,1005,17,1025,20,8.6666,Work,1265.984054598,Weekend,Private,1.0,City,1866.158312,12,12
Y24H5970324,Y24H5970324P01,18,1108,18,1131,23,16.0978,Other,599.152407462,Weekday,Private,2.0,City,605.3228485,9,9
Y24H6070326,Y24H6070326P01,13,814,14,849,35,55.06539,Recreational,316.88422034,Weekday,Private,1.0,City,421.9259086,14,14
Y24H6040501,Y24H6040501P04,8,525,8,529,4,1.37995,Education,550.49100064,Weekday,Private,3.0,Shire,652.6119841,7,7
Y24H6190315,Y24H6190315P02,7,465,7,475,10,1.94375,Work,485.135072906,Weekday,Private,2.0,City,533.434371,15,15
Y24H5840412,Y24H5840412P01,19,1159,19,1180,21,23.36279,Recreational,1083.542093034,Weekday,Private,2.0,City,1354.795482,13,13
Y24H5930427,Y24H5930427P02,11,697,12,749,52,33.50472,Recreational,581.640959287,Weekend,Private,1.0,City,513.5536684,4,4
Y24H5740340,Y24H5740340P01,17,1022,17,1037,15,3.17895,Recreational,641.679404901,Weekday,Private,1.0,City,753.3650805,6,6
Y24H5930422,Y24H5930422P01,9,548,10,625,77,28.09502,Work,465.307977375,Weekday,Public,2.0,City,588.627573,14,14
Y24H6136235,Y24H6136235P01,14,840,14,845,5,3.07475,Recreational,80.393360765,Weekend,Private,2.0,City,105.2725238,13,13
Y24H6140321,Y24H6140321P01,10,620,10,630,10,3.07126,Recreational,444.17629517,Weekend,Private,1.0,City,541.5893914,18,18
Y24H6040306,Y24H6040306P02,8,525,9,542,17,12.14271,Recreational,314.037933537,Weekend,Private,2.0,City,385.6420689,14,14
Y24H6140205,Y24H6140205P01,9,579,9,585,6,3.47499,Recreational,648.235567009,Weekday,Private,2.0,City,521.5610672,13,13
Y24H6130234,Y24H6130234P01,10,641,10,656,15,7.22952,Recreational,326.369783904,Weekend,Private,1.0,City,302.9715249,18,18
Y24H6220536,Y24H6220536P03,12,720,12,730,10,3.4719,Recreational,738.611042406,Weekday,Private,3.0,City,881.3229276,9,9
Y24H5800217,Y24H5800217P02,6,413,6,419,6,0.74113,Recreational,754.396411671,Weekday,Active,4.0,City,1166.288604,16,16
Y24H5750234,Y24H5750234P02,13,830,14,848,18,5.65861,Recreational,766.874175298,Weekend,Private,1.0,City,848.8258744,11,11
Y24H5780405,Y24H5780405P04,11,677,11,688,11,0.91143,Recreational,311.426243912,Weekday,Active,1.0,City,261.9456049,16,16
Y24H6180237,Y24H6180237P02,7,465,8,510,45,15.22057,Recreational,554.212722756,Weekday,Private,3.0,Shire,596.1196959,13,13
Y24H6086105,Y24H6086105P02,5,330,5,338,8,5.16933,Work,140.727678795,Weekday,Private,2.0,City,161.2189715,11,11
Y24H5790218,Y24H5790218P04,18,1099,18,1103,4,1.51152,Recreational,317.303940317,Weekday,Private,1.0,City,410.901046,13,13
Y24H5810509,Y24H5810509P01,11,707,11,714,7,4.71378,Recreational,555.604995778,Weekday,Private,1.0,Shire,662.2366292,13,13
Y24H6250412,Y24H6250412P02,9,570,9,573,3,0.10441,Recreational,1083.55882253,Weekday,Private,2.0,City,812.196827,15,15
Y24H5990219,Y24H5990219P01,14,870,15,930,60,54.19557,Recreational,543.816430267,Weekday,Private,2.0,Shire,584.9372845,17,17
Y24H5970425,Y24H5970425P02,9,540,9,550,10,3.72956,Recreational,648.84091976,Weekday,Private,2.0,City,588.7553615,5,5
Y24H5970427,Y24H5970427P03,21,1278,21,1304,26,Missing,Other,4265.74967722,Weekend,Private,2.0,City,990.2327432,10,10
Y24H6170418,Y24H6170418P01,19,1146,19,1161,15,1.85252,Recreational,1008.506517887,Weekday,Public,0.0,City,1072.010974,2,2
Y24H6080123,Y24H6080123P02,7,460,7,461,1,0.45851,Other,544.065726332,Weekday,Private,2.0,Shire,585.5419849,12,12
Y24H5790208,Y24H5790208P01,8,510,8,515,5,1.64383,Recreational,319.939559975,Weekday,Private,2.0,City,443.82901,10,10
Y24H5820121,Y24H5820121P03,17,1056,17,1075,19,25.27115,Recreational,327.674604088,Weekend,Private,1.0,City,380.5580326,12,12
Y24H6156127,Y24H6156127P01,17,1042,17,1043,1,1.33786,Recreational,168.448119988,Weekend,Private,1.0,Shire,148.4516413,15,15
Y24H6090327,Y24H6090327P03,16,993,16,998,5,0.30711,Recreational,390.713767602,Weekend,Active,1.0,City,387.7941255,18,18
Y24H6150322,Y24H6150322P03,9,570,9,585,15,0.51151,Recreational,561.119136463,Weekday,Active,1.0,City,534.7595072,14,14
Y24H6210501,Y24H6210501P03,8,504,8,510,6,1.53039,Education,268.529782342,Weekday,Private,1.0,Shire,383.0469498,12,12
Y24H6046215,Y24H6046215P04,14,893,14,895,2,0.69816,Recreational,390.557465838,Weekday,Private,3.0,City,209.2753958,8,8
Y24H5870313,Y24H5870313P02,15,909,15,915,6,1.56734,Recreational,417.948398975,Weekend,Private,2.0,City,691.6112945,11,11
Y24H5980427,Y24H5980427P04,24,1440,24,1445,5,2.16669,Recreational,882.086204036,Weekend,Private,2.0,City,850.9677892,12,12
Y24H6046212,Y24H6046212P02,22,1336,22,1352,16,13.59078,Recreational,86.436822117,Weekday,Private,1.0,City,93.81321281,7,7
Y24H6130127,Y24H6130127P01,12,775,13,795,20,5.05998,Recreational,902.758147629,Weekend,Public,1.0,City,859.8422501,4,4
Y24H6030129,Y24H6030129P01,8,530,9,560,30,7.09088,Recreational,275.071329259,Weekday,Private,1.0,Shire,396.4199109,3,3
Y24H5780414,Y24H5780414P03,16,990,16,991,1,0.10784,Recreational,326.862911568,Weekend,Active,0.0,City,274.9296335,14,14
Y24H6190437,Y24H6190437P01,9,540,9,570,30,3.67288,Work,369.91660502,Weekday,Private,1.0,City,661.1921712,4,4
Y24H6130222,Y24H6130222P01,12,768,13,785,17,10.80276,Recreational,339.889788714,Weekday,Private,2.0,City,260.8392548,9,9
Y24H5760527,Y24H5760527P02,20,1230,20,1235,5,3.06815,Recreational,514.735774447,Weekend,Private,1.0,City,584.5915824,14,14
Y24H5840333,Y24H5840333P01,8,520,8,526,6,2.25477,Recreational,508.199907295,Weekday,Private,2.0,City,584.3069435,9,9
Y24H5850508,Y24H5850508P01,15,950,16,980,30,23.05445,Work,1215.238793991,Weekday,Private,3.0,Shire,1135.570747,14,14
Y24H6130415,Y24H6130415P02,14,851,14,890,39,26.38767,Recreational,1497.907791063,Weekday,Private,2.0,City,1059.529631,15,15
Y24H6026133,Y24H6026133P02,16,971,16,978,7,3.26476,Recreational,141.129410116,Weekday,Private,2.0,City,141.0666001,13,13
Y24H6190120,Y24H6190120P01,10,606,10,608,2,0.95967,Recreational,393.088259014,Weekend,Private,3.0,Shire,428.3433144,14,14
Y24H5970121,Y24H5970121P02,11,660,11,690,30,17.22857,Recreational,270.608497805,Weekend,Private,1.0,City,317.4291697,13,13
Y24H5790217,Y24H5790217P01,16,960,16,970,10,2.80217,Recreational,418.492351519,Weekday,Private,1.0,City,580.5441692,13,13
Y24H5750123,Y24H5750123P01,15,953,15,958,5,1.94153,Work,610.56982043,Weekday,Private,2.0,Shire,972.0879918,4,4
Y24H5800237,Y24H5800237P03,17,1065,17,1072,7,4.17405,Recreational,1012.283941335,Weekday,Private,4.0,City,1004.031937,18,18
Y24H5980511,Y24H5980511P02,8,516,8,530,14,7.72567,Recreational,1038.259767279,Weekday,Private,1.0,City,768.0854737,12,12
Y24H6000241,Y24H6000241P01,11,677,11,684,7,2.34021,Recreational,627.311001265,Weekend,Private,5.0,City,768.9438889,8,8
Y24H6036123,Y24H6036123P01,6,410,7,420,10,6.00405,Work,178.892382161,Weekday,Private,3.0,Shire,277.2030025,12,12
Y24H6170301,Y24H6170301P02,17,1025,17,1070,45,15.42382,Recreational,326.672400395,Weekday,Private,1.0,City,307.8915893,18,18
Y24H6010130,Y24H6010130P01,7,450,7,470,20,18.95919,Work,342.464791815,Weekday,Private,2.0,Shire,546.7994954,9,9
Y24H5880523,Y24H5880523P01,7,455,8,480,25,3.24797,Work,308.437782928,Weekday,Private,2.0,City,453.5379652,12,12
Y24H5890533,Y24H5890533P03,15,915,15,945,30,17.11454,Work,568.639239017,Weekday,Private,3.0,City,576.9036949,11,11
Y24H5910103,Y24H5910103P01,19,1174,19,1184,10,5.0411,Recreational,564.414112948,Weekday,Private,2.0,City,512.7799863,12,12
Y24H5940519,Y24H5940519P01,19,1150,19,1164,14,1.91803,Recreational,175.41967864,Weekday,Private,2.0,Shire,501.5099231,10,10
Y24H5830141,Y24H5830141P01,13,800,13,810,10,2.69381,Work,394.816668567,Weekend,Private,2.0,City,475.4909454,8,8
Y24H6120240,Y24H6120240P01,13,808,13,831,23,15.21566,Recreational,514.962571812,Weekday,Private,1.0,City,603.2832668,8,8
Y24H6190304,Y24H6190304P04,17,1070,18,1080,10,0.87113,Recreational,741.481946504,Weekday,Active,2.0,City,524.2743124,14,14
Y24H6130108,Y24H6130108P01,8,525,8,535,10,4.50083,Recreational,2019.714223142,Weekday,Private,0.0,City,1214.922476,1,1
Y24H5930413,Y24H5930413P02,11,662,11,676,14,7.81575,Work,404.815939809,Weekend,Private,2.0,City,589.8391001,13,13
Y24H6210501,Y24H6210501P01,8,504,8,510,6,1.53039,Recreational,543.194200975,Weekday,Private,1.0,Shire,383.0469498,12,12
Y24H6090204,Y24H6090204P01,8,487,8,508,21,11.00424,Work,266.777121597,Weekday,Private,2.0,City,377.1162455,13,13
Y24H6040527,Y24H6040527P03,12,721,12,742,21,15.94969,Recreational,486.701500514,Weekend,Private,2.0,Shire,532.9821511,13,13
Y24H6000340,Y24H6000340P01,18,1104,18,1115,11,0.74064,Recreational,383.591120737,Weekday,Active,1.0,City,569.4490309,12,12
Y24H6170407,Y24H6170407P02,8,525,9,540,15,5.31517,Recreational,1214.715792794,Weekend,Private,2.0,City,1494.287134,12,12
Y24H5910110,Y24H5910110P01,17,1070,18,1080,10,9.40936,Recreational,596.591240171,Weekday,Private,3.0,City,658.6482618,13,13
Y24H5790122,Y24H5790122P01,17,1041,17,1047,6,3.55491,Recreational,306.975290896,Weekday,Private,2.0,City,329.6262701,17,17
Y24H5990418,Y24H5990418P02,11,664,11,670,6,2.49293,Recreational,402.545005347,Weekday,Private,0.0,City,731.418652,9,9
Y24H6130313,Y24H6130313P01,14,840,14,843,3,0.36713,Recreational,656.651860375,Weekend,Active,1.0,City,773.9147492,14,14
Y24H6250101,Y24H6250101P04,8,510,8,518,8,0.62836,Recreational,975.046629916,Weekday,Active,2.0,City,798.467673,14,14
Y24H6150139,Y24H6150139P02,10,640,10,643,3,1.76836,Recreational,336.982983367,Weekday,Private,2.0,City,378.4234258,6,6
Y24H5750424,Y24H5750424P02,11,707,12,720,13,8.9003,Recreational,741.518912231,Weekday,Private,2.0,City,734.1255837,7,7
Y24H5900342,Y24H5900342P01,17,1068,17,1072,4,0.19157,Recreational,646.004564111,Weekend,Active,2.0,City,1197.300853,14,14
Y24H6110329,Y24H6110329P01,11,705,11,712,7,3.0817,Recreational,326.232537983,Weekday,Private,1.0,City,376.7436174,6,6
Y24H6096105,Y24H6096105P04,11,692,11,695,3,1.58019,Work,466.509293027,Weekday,Private,4.0,Shire,399.3591299,17,17
Y24H5890133,Y24H5890133P04,8,485,8,500,15,6.22458,Education,392.398261097,Weekday,Private,3.0,Shire,426.9301374,18,18
Y24H5790322,Y24H5790322P02,8,533,9,545,12,1.0559,Recreational,563.619189574,Weekday,Active,1.0,City,595.2351785,6,6
Y24H5980427,Y24H5980427P02,10,615,10,630,15,3.48854,Recreational,1261.621907183,Weekend,Private,2.0,City,850.9677892,12,12
Y24H6120430,Y24H6120430P01,16,984,16,1010,26,14.21947,Recreational,1026.225083567,Weekday,Private,4.0,City,1778.684121,14,14
Y24H6110126,Y24H6110126P02,10,626,10,632,6,0.81726,Recreational,322.721160975,Weekday,Private,2.0,Shire,607.9782164,5,5
Y24H6150104,Y24H6150104P05,7,465,7,468,3,0.26582,Recreational,2524.157732654,Weekday,Private,2.0,City,1441.128325,12,12
Y24H6080513,Y24H6080513P01,8,530,9,540,10,2.6418,Recreational,454.764512668,Weekend,Private,2.0,City,345.8633325,14,14
Y24H5870313,Y24H5870313P02,17,1052,17,1059,7,3.29633,Recreational,417.948398975,Weekend,Private,2.0,City,691.6112945,11,11
Y24H6000212,Y24H6000212P01,9,570,9,575,5,2.27101,Recreational,247.556344919,Weekday,Private,2.0,City,272.429767,13,13
